F2	FILES
"Temporarily fake out the longjmp information until we have
          * successfully completed this function.  This only works if we have
          * setjmp() support compiled in, but it is safe - this stuff should
          * never happen."	repos/libpng-code/png.c
stack allocation	repos/libpng-code/png.c
Call the general version checker (shared with read and write code):	repos/libpng-code/png.c
"png_ptr->zstream holds a back-pointer to the png_struct, so
                * this can only be done now:"	repos/libpng-code/png.c
Eliminate the local error handling:	repos/libpng-code/png.c
This is the successful return point	repos/libpng-code/png.c
"A longjmp because of a bug in the application storage allocator or a
    * simple failure to allocate the png_struct."	repos/libpng-code/png.c
Allocate the memory for an info_struct for the application.	repos/libpng-code/png.c
"Use the internal API that does not (or at least should not) error out, so
    * that this call always returns ok.  The application typically sets up the
    * error handling *after* creating the info_struct because this is the way it
    * has always been done in 'example.c'."	repos/libpng-code/png.c
"This function frees the memory associated with a single info struct.
 * Normally, one would use either png_destroy_read_struct() or
 * png_destroy_write_struct() to free an info struct, but this may be
 * useful for some applications.  From libpng 1.6.0 this function is also used
 * internally to implement the png_info release part of the 'struct' destroy
 * APIs.  This ensures that all possible approaches free the same data (all of
 * it)."	repos/libpng-code/png.c
"Do this first in case of an error below; if the app implements its own
       * memory management this can lead to png_free calling png_error, which
       * will abort this routine and return control to the app error handler.
       * An infinite loop may result if it then tries to free the same info
       * ptr."	repos/libpng-code/png.c
"Initialize the info structure.  This is now an internal function (0.89)
 * and applications using it are urged to use png_create_info_struct()
 * instead.  Use deprecated in 1.6.0, internal use removed (used internally it
 * is just a memset).
 *
 * NOTE: it is almost inconceivable that this API is used because it bypasses
 * the user-memory mechanism and the user error handling/warning mechanisms in
 * those cases where it does anything other than a memset."	repos/libpng-code/png.c
The following line is why this API should not be used:	repos/libpng-code/png.c
Set everything to 0	repos/libpng-code/png.c
The following API is not called internally	repos/libpng-code/png.c
Free text item num or (if num == -1) all text items	repos/libpng-code/png.c
Free any tRNS entry	repos/libpng-code/png.c
Free any sCAL entry	repos/libpng-code/png.c
Free any pCAL entry	repos/libpng-code/png.c
Free any profile entry	repos/libpng-code/png.c
Free a given sPLT entry, or (if num == -1) all sPLT entries	repos/libpng-code/png.c
Free any eXIf entry	repos/libpng-code/png.c
Free any hIST entry	repos/libpng-code/png.c
Free any PLTE entry that was internally allocated	repos/libpng-code/png.c
Free any image bits attached to the info structure	repos/libpng-code/png.c
READ || WRITE	repos/libpng-code/png.c
"This function returns a pointer to the io_ptr associated with the user
 * functions.  The application should free any memory associated with this
 * pointer before png_write_destroy() or png_read_destroy() are called."	repos/libpng-code/png.c
"Initialize the default input/output functions for the PNG file.  If you
 * use your own read or write routines, you can call either png_set_read_fn()
 * or png_set_write_fn() instead of png_init_io().  If you have defined
 * PNG_NO_STDIO or otherwise disabled PNG_STDIO_SUPPORTED, you must use a
 * function of your own because ""FILE *"" isn't necessarily available."	repos/libpng-code/png.c
"PNG signed integers are saved in 32-bit 2's complement format.  ANSI C-90
 * defines a cast of a signed integer to an unsigned integer either to preserve
 * the value, if it is positive, or to calculate:
 *
 *     (UNSIGNED_MAX+1) + integer
 *
 * Where UNSIGNED_MAX is the appropriate maximum unsigned value, so when the
 * negative integral value is added the result will be an unsigned value
 * correspnding to the 2's complement representation."	repos/libpng-code/png.c
"Convert the supplied time into an RFC 1123 string suitable for use in
 * a ""Creation Time"" or other text-based time string."	repos/libpng-code/png.c
RFC1123 limitation	repos/libpng-code/png.c
enough for a four-digit year	repos/libpng-code/png.c
This reliably terminates the buffer	repos/libpng-code/png.c
To do: remove the following from libpng-1.7	repos/libpng-code/png.c
"Original API that uses a private buffer in png_struct.
 * Deprecated because it causes png_struct to carry a spurious temporary
 * buffer (png_struct::time_buffer), better to have the caller pass this in."	repos/libpng-code/png.c
The only failure above if png_ptr != NULL is from an invalid ptime	repos/libpng-code/png.c
LIBPNG_VER < 10700	repos/libpng-code/png.c
TIME_RFC1123	repos/libpng-code/png.c
READ || WRITE	repos/libpng-code/png.c
Silence compiler warning about unused png_ptr	repos/libpng-code/png.c
"The following return the library version as a short string in the
 * format 1.0.0 through 99.99.99zz.  To get the version of *.h files
 * used with your application, print out PNG_LIBPNG_VER_STRING, which
 * is defined in png.h.
 * Note: now there is no difference between png_get_libpng_ver() and
 * png_get_header_ver().  Due to the version_nn_nn_nn typedef guard,
 * it is guaranteed that png.c uses the correct version of png.h."	repos/libpng-code/png.c
Version of *.c files used when building libpng	repos/libpng-code/png.c
Version of *.h files used when building libpng	repos/libpng-code/png.c
Silence compiler warning about unused png_ptr	repos/libpng-code/png.c
Returns longer string containing both version and date	repos/libpng-code/png.c
Silence compiler warning about unused png_ptr	repos/libpng-code/png.c
NOTE: this routine is not used internally!	repos/libpng-code/png.c
"Build a grayscale palette.  Palette is assumed to be 1 << bit_depth
 * large of png_color.  This lets grayscale images be treated as
 * paletted.  Most useful for gamma correction and simplification
 * of code.  This API is not used internally."	repos/libpng-code/png.c
"Check chunk_name and return ""keep"" value if it's on the list, else 0"	repos/libpng-code/png.c
beyond end	repos/libpng-code/png.c
"The code is the fifth byte after each four byte string.  Historically this
    * code was always searched from the end of the list, this is no longer
    * necessary because the 'set' routine handles duplicate entries correctly."	repos/libpng-code/png.c
num_chunk_list > 0, so at least one	repos/libpng-code/png.c
"This means that known chunks should be processed and unknown chunks should
    * be handled according to the value of png_ptr->unknown_default; this can be
    * confusing because, as a result, there are two levels of defaulting for
    * unknown chunks."	repos/libpng-code/png.c
PRIVATE	repos/libpng-code/png.c
READ_UNKNOWN_CHUNKS || HANDLE_AS_UNKNOWN	repos/libpng-code/png.c
SET_UNKNOWN_CHUNKS	repos/libpng-code/png.c
This function, added to libpng-1.0.6g, is untested.	repos/libpng-code/png.c
WARNING: this resets the window bits to the maximum!	repos/libpng-code/png.c
READ	repos/libpng-code/png.c
This function was added to libpng-1.0.7	repos/libpng-code/png.c
Version of *.c files used when building libpng	repos/libpng-code/png.c
"Ensure that png_ptr->zstream.msg holds some appropriate error message string.
 * If it doesn't 'ret' is used to set it to something appropriate, even in cases
 * like Z_OK or Z_STREAM_END where the error code is apparently a success code."	repos/libpng-code/png.c
PRIVATE	repos/libpng-code/png.c
"Translate 'ret' into an appropriate error string, priority is given to the
    * one in zstream if set.  This always returns a string, even in cases like
    * Z_OK or Z_STREAM_END where the error code is a success code."	repos/libpng-code/png.c
Normal exit	repos/libpng-code/png.c
"This means the deflate stream did not have a dictionary; this
          * indicates a bogus PNG."	repos/libpng-code/png.c
gz APIs only: should not happen	repos/libpng-code/png.c
internal libpng error	repos/libpng-code/png.c
"End of input or output; not a problem if the caller is doing
          * incremental read or write."	repos/libpng-code/png.c
"Compile errors here mean that zlib now uses the value co-opted in
          * pngpriv.h for PNG_UNEXPECTED_ZLIB_RETURN; update the switch above
          * and change pngpriv.h.  Note that this message is ""... return"",
          * whereas the default/Z_OK one is ""... return code""."	repos/libpng-code/png.c
"png_convert_size: a PNGAPI but no longer in png.h, so deleted
 * at libpng 1.5.5!"	repos/libpng-code/png.c
Added at libpng version 1.2.34 and 1.4.0 (moved from pngset.c)	repos/libpng-code/png.c
always set if COLORSPACE	repos/libpng-code/png.c
"This is called to check a new gamma value against an existing one.  The
    * routine returns false if the new gamma value should not be written.
    *
    * 'from' says where the new gamma value comes from:
    *
    *    0: the new gamma value is the libpng estimate for an ICC profile
    *    1: the new gamma value comes from a gAMA chunk
    *    2: the new gamma value comes from an sRGB chunk"	repos/libpng-code/png.c
"Either this is an sRGB image, in which case the calculated gamma
       * approximation should match, or this is an image with a profile and the
       * value libpng calculates for the gamma of the profile does not match the
       * value recorded in the file.  The former, sRGB, case is an error, the
       * latter is just a warning."	repos/libpng-code/png.c
Do not overwrite an sRGB value	repos/libpng-code/png.c
sRGB tag not involved	repos/libpng-code/png.c
PRIVATE	repos/libpng-code/png.c
"Changed in libpng-1.5.4 to limit the values to ensure overflow can't
    * occur.  Since the fixed point representation is asymmetrical it is
    * possible for 1/gamma to overflow the limit of 21474 and this means the
    * gamma value must be at least 5/100000 and hence at most 20000.0.  For
    * safety the limits here are a little narrower.  The values are 0.00016 to
    * 6250.0, which are truly ridiculous gamma values (and will produce
    * displays that are all black or all white.)
    *
    * In 1.6.0 this test replaces the ones in pngrutil.c, in the gAMA chunk
    * handling code, which only required the value to be >0."	repos/libpng-code/png.c
